,name,about,category,ing,score
307,"bb Popular Almond/Badam - Californian, Giri, 500 g Pouch",almonds light brown skinned tough edible seeds almond fruit wealthy yet subtle bitter sweet flavor assets nutrients especially protein dietary fibre mono unsaturated fatty acids b complex vitamins also wealthy vitamin e minerals potassium calcium manganese zinc iron selenium click unique delicious recipes https www bigbasket com flavors collections 231 dry fruits berries nuts,DRY FRUITS,"
            These seeds, being so nutritious promote wellness and possess ""anti-carcinogenic"", antioxidant and ""anti-inflammatory"" properties. They help treat iron deficiency and ""menopause"", and also help lower cholesterol. The healthy fats present in almonds help nourish hair, skin and nails.
        ",0
308,"bb Royal Almond/Badam - Californian, Giri, 500 g Pouch",american almonds delicious alone nutritious snack prime ingredient home kitchens food manufacturing enhances virtually every food grace distinctive taste satisfying crunch one versatile nuts nutrient rich contains flavonoid phytonutrients along vitamin e present flesh provides excellent antioxidant power click unique delicious recipes https www bigbasket com flavors collections 231 dry fruits berries nuts,DRY FRUITS,"bb Royal Almond/Badam - Californian, Giri, 500 g Pouch",0
309,"bb Popular Cashew/Kaju - Whole, 500 g",whole kaju cashew house bb popular absolutely delicious crunchy popular snack loaded nutritional values said handful cashews really good health sufficient amounts phosphorus manganese copper magnesium cashews unlike oily tree nuts contain starch comprises 10 weight actually helps effective dishes like milk based desserts stews soups click unique delicious recipes https www bigbasket com flavors collections 231 dry fruits berries nuts,DRY FRUITS,"bb Popular Cashew/Kaju - Whole, 500 g",2
310,"bb Royal Cashew/Kaju - Whole, 500 g",kidney shaped cashew nut encased hard shell two layers nutshell smooth oily one eighth inch thick nuts also good sources protein click unique delicious recipes https www bigbasket com flavors collections 231 dry fruits berries nuts,DRY FRUITS,"bb Royal Cashew/Kaju - Whole, 500 g",0
311,"Fresho Kiwi - Green, 1 pc",kiwis oval shaped brownish outer skin flesh bright green juicy tiny edible black seeds distinct sweet sour taste pleasant smell tastes like strawberry honeydew melon forget check delicious fruit recipe https www bigbasket com cookbook recipes 1010 lean green smoothie also try simple method ripen enjoy juicy kiwi fruit,FRESH FRUITS,"Fresho Kiwi - Green, 1 pc",2
312,"bb Royal Peas/Matar - Green, 200 g Pouch",green peas pale green coloured rounded mildly sweet tasting mature legumes moisture removed low calories contain negligible amounts sodium fat cholesterol vitamins c k b6 present plenty click unique delicious recipes https www bigbasket com flavors collections 230 dals pulses,DALS & PULSES,"bb Royal Peas/Matar - Green, 200 g Pouch",2
313,"bb Royal Horse Gram/Kulthi, 200 g Pouch",horse gram variety bean generally used many south indian dishes reddish oval shaped brown colored flattened glossy skinned lentil edible seeds nutritious used multiple cooking purposes click unique delicious recipes https www bigbasket com flavors collections 230 dals pulses,DALS & PULSES,"bb Royal Horse Gram/Kulthi, 200 g Pouch",0
314,"bb Royal Rajma - Kashmiri, 200 g Pouch",bb royal rajma kashmiri dark red kidney beans look attractive vibrant taste yummy cooked sourced directly farmers bigbasket cleans stores beans efficiently avoid contamination preserve food values rich many nutrients rajma enjoyed many ways easy prepare well click unique delicious recipes https www bigbasket com flavors collections 230 dals pulses,DALS & PULSES,"bb Royal Rajma - Kashmiri, 200 g Pouch",5
315,"bb Royal Rajma - Red, 200 g Pouch",rajma red dark red kidney beans embrace shape really well cooking gladly absorb contiguous flavors choice bean use simmered dishes outstanding source folate manganese dietary fiber excellent source protein thiamine vitamin b1 potassium copper phosphorus magnesium iron potassium little fat loaded nutrients click unique delicious recipes https www bigbasket com flavors collections 230 dals pulses,DALS & PULSES,"bb Royal Rajma - Red, 200 g Pouch",0
316,"bb Royal Rajma - White/Chitra, 200 g Pouch",rajma identified sturdy nutty flavor musky smell rajma white rich iron raise energy level helping consistently reload iron stores also superior supply vitamin b6 iron pantothenic acid phosphorus magnesium potassium superior supply protein thiamin vitamin c niacin riboflavin copper folate manganese click unique delicious recipes https www bigbasket com flavors collections 230 dals pulses,DALS & PULSES,"bb Royal Rajma - White/Chitra, 200 g Pouch",2
317,"bb Royal Lobia - Red, 200 g Pouch",red lobia black eyed bean china bean relatively soft bean need soak cooks simply rich soluble fiber fiber protein folate complex carbohydrates iron well known texture ability absorb flavors contains high freshness outstanding taste high nutritional value click unique delicious recipes https www bigbasket com flavors collections 230 dals pulses,DALS & PULSES,"bb Royal Lobia - Red, 200 g Pouch",0
318,"bb Royal White Peas/Matar, 200 g Pouch",white peas really small powerhouses nutrition boon health whole planet also provides least quarter daily recommended amounts copper phosphorus folic acid iron thiamin potassium magnesium manganese rich soluble fiber click unique delicious recipes https www bigbasket com flavors collections 230 dals pulses,DALS & PULSES,"bb Royal White Peas/Matar, 200 g Pouch",2
319,"bb Royal Wheat - Whole, 5 kg Bag",whole wheat light brown coloured spindle shaped tough starchy rich tasting husked kernels wheat crop one trendy extensively used cereals world wheat part day diet whole wheat ground make different baked goods bread rotis parathas click unique delicious recipes https www bigbasket com flavors collections 230 dals pulses,RICE & RICE PRODUCTS,"bb Royal Wheat - Whole, 5 kg Bag",0
320,"bb Royal Masoor - Black, Whole/Sabut, 500 g Pouch",masoor whole black one normally used lentils india high levels proteins including important amino acids isoleucine lysine necessary supply inexpensive protein also rich folate iron potassium vitamin b1 minerals nearly fat click unique delicious recipes https www bigbasket com flavors collections 230 dals pulses,DALS & PULSES,"bb Royal Masoor - Black, Whole/Sabut, 500 g Pouch",0
321,"bb Royal Barley/Jau, 200 g Pouch",bb royal barley widely loved rich nutty flavor chewy texture appealing versatile cereal grain loaded valuable nutrients protect several diseases bigbasket sources best quality barley trusted sources packs grain carefully enhance longevity click unique delicious recipes https www bigbasket com flavors collections 233 rice rice products,RICE & RICE PRODUCTS,"bb Royal Barley/Jau, 200 g Pouch",2
322,"Fresho Plum - Imported, 1 kg",sweet juicy taste dark red imported plums something cannot resist fresho imported plums sweet sourced best growers outside country however packaged ensure get freshest forms click delicious fruit recipes https www bigbasket com flavors collections 228 fresh fruits,FRESH FRUITS,"Fresho Plum - Imported, 1 kg",0
323,"Fresho Cabbage - Organically Grown, 1 pc",organically grown handpicked farm product image shown representation purpose actually product may vary based season produce availability,ORGANIC FRUITS & VEGETABLES,"Fresho Cabbage - Organically Grown, 1 pc",2
324,"Fresho Banana - Yellaki, Organically Grown, 500 g",fresh tiny small sized directly procured farm variety called yelakki bangalore elaichi mumbai despite small size naturally flavoured aromatic sweeter compared regular bananas yelakki bananas around 3 4 inches long contain thinner skin better shelf life robusta bananas forget check delicious fruit recipe https www bigbasket com cookbook recipes 573 banana pancake,ORGANIC FRUITS & VEGETABLES,"Fresho Banana - Yellaki, Organically Grown, 500 g",4
325,"Fresho Banana - Robusta, Organically Grown, 1 kg",organically grown handpicked farm product image shown representation purpose actually product may vary based season produce availability,ORGANIC FRUITS & VEGETABLES,"Fresho Banana - Robusta, Organically Grown, 1 kg",2
326,"Fresho Potato - Organically Grown, 1 kg",organically grown handpicked farm product image shown representation purpose actually product may vary based season produce availability,ORGANIC FRUITS & VEGETABLES,"Fresho Potato - Organically Grown, 1 kg",2
327,"Fresho Radish - Organically Grown, 500 g",fresho radish grow organically juicy fruit sweet pungent taste root vegetable usually white pink even slightly purple colour radishes fresho packed utmost care ensure optimal levels freshness unpack,ORGANIC FRUITS & VEGETABLES,"Fresho Radish - Organically Grown, 500 g",2
328,"Fresho Coconut - Organically Grown, 1 pc",organically grown handpicked farm product image shown representation purpose actually product may vary based season produce availability,ORGANIC FRUITS & VEGETABLES,"Fresho Coconut - Organically Grown, 1 pc",2
329,"Fresho Chow Chow - Organically Grown, 500 g",organically grown handpicked farm product image shown representation purpose actually product may vary based season produce availability,ORGANIC FRUITS & VEGETABLES,"Fresho Chow Chow - Organically Grown, 500 g",2
330,"Fresho Ginger - Organically Grown, 250 g",organically grown handpicked farm product image shown representation purpose actually product may vary based season produce availability,ORGANIC FRUITS & VEGETABLES,"Fresho Ginger - Organically Grown, 250 g",2
331,"Fresho Lemon - Organically Grown, 4 pcs",organically grown handpicked farm product image shown representation purpose actually product may vary based season produce availability,ORGANIC FRUITS & VEGETABLES,"Fresho Lemon - Organically Grown, 4 pcs",2
332,"Fresho Watermelon - Organically Grown, 1 pc 1.5 - 2.5 kg",greenish black smooth dark green surface selectively pick organically grown watermelons best farms watermelons juicy sweet grainy textured flesh filled 12 14 sugar content making healthy alternative sugary carbonated drinks flesh colour pink red dark brown black seeds forget check delicious fruit recipe https www bigbasket com cookbook recipes 1181 watermelon mocktail,ORGANIC FRUITS & VEGETABLES,"Fresho Watermelon - Organically Grown, 1 pc 1.5 - 2.5 kg",7
333,"Fresho Pineapple - Organically Grown, 1 pc 750-800",shape pine cone fruit loosely fibrous juicy white yellowish flesh edible center part firm leathery sweeter selectively pick organically grown pineapples best farms forget check delicious fruit recipe https www bigbasket com cookbook recipes 865 american pineapple upside cake egg free,ORGANIC FRUITS & VEGETABLES,"Fresho Pineapple - Organically Grown, 1 pc 750-800",2
334,"Fresho Brinjal - Green Long, Organically Grown, 500 g",organically grown handpicked farm product image shown representation purpose actually product may vary based season produce availability,ORGANIC FRUITS & VEGETABLES,"Fresho Brinjal - Green Long, Organically Grown, 500 g",2
335,"Fresho Brinjal - Purple, Organically Grown, 500 g",organically grown handpicked farm product image shown representation purpose actually product may vary based season produce availability,ORGANIC FRUITS & VEGETABLES,"Fresho Brinjal - Purple, Organically Grown, 500 g",2
336,"Britannia 50-50 Sweet & Salty Biscuits, 150 g Pouch",britannia india popular brand nationwide leading manufacturer biscuits bread rusk cakes dairy products brand belief eat healthy think better like promised products brand deliver healthy brand comes product britannia vita marie gold,BISCUITS & COOKIES,"Britannia 50-50 Sweet & Salty Biscuits, 150 g Pouch",2
337,"Britannia 50-50 Sweet & Salty Biscuits, 200 g Pouch",britannia india popular brand nationwide leading manufacturer biscuits bread rusk cakes dairy products brand belief eat healthy think better like promised products brand deliver healthy brand comes product britannia vita marie gold,BISCUITS & COOKIES,"Britannia 50-50 Sweet & Salty Biscuits, 200 g Pouch",2
338,"Britannia Good Day Butter Cookies, 200 g Pouch",time favourite classic butterlicious flavour britannia good day cookies get better time goodness rich butter melts mouth effortlessly giving cookie loved everyone crumbly cookies best partner crave munchies meals packs good day smiles store airtight container keeps enjoying yummy indulgence,BISCUITS & COOKIES,"Britannia Good Day Butter Cookies, 200 g Pouch",0
339,"Britannia Good Day Cashew Cookies, 250 g Pouch",britannia india popular brand nationwide leading manufacturer biscuits bread rusk cakes dairy products brand belief eat healthy think better like promised products brand deliver healthy brand comes product britannia vita marie gold,BISCUITS & COOKIES,"Britannia Good Day Cashew Cookies, 250 g Pouch",2
340,"Britannia Milk Bikis Biscuits, 40.5 g Pouch",britannia india popular brand nationwide leading manufacturer biscuits bread rusk cakes dairy products brand belief eat healthy think better like promised products brand deliver healthy brand comes product britannia vita marie gold,BISCUITS & COOKIES,"Britannia Milk Bikis Biscuits, 40.5 g Pouch",2
341,"Britannia Milk Bikis Biscuits, 150 g Pouch",britannia india popular brand nationwide leading manufacturer biscuits bread rusk cakes dairy products brand belief eat healthy think better like promised products brand deliver healthy brand comes product britannia vita marie gold,BISCUITS & COOKIES,"Britannia Milk Bikis Biscuits, 150 g Pouch",2
342,"Britannia Tiger Biscuits - Krunch Butter, 45 g Pouch",britannia india popular brand nationwide leading manufacturer biscuits bread rusk cakes dairy products brandãƒâ ã â šâ ã â žâ belief ãƒâ ã â šâ ã å eat healthy think betterãƒâ ã â šâ ã â žâ like promised products brand deliver healthy brand comes product britannia vita marie gold,BISCUITS & COOKIES,"Britannia Tiger Biscuits - Krunch Butter, 45 g Pouch",2
343,"Britannia 50-50 Timepass Salted Biscuits, 39 g Pouch",britannia india popular brand nationwide leading manufacturer biscuits bread rusk cakes dairy products brand belief eat healthy think better like promised products brand deliver healthy brand comes product britannia vita marie gold,BISCUITS & COOKIES,"Britannia 50-50 Timepass Salted Biscuits, 39 g Pouch",2
344,"Britannia Treat Chocolate Cream Biscuits, 120 g Pouch",britannia india popular brand nationwide leading manufacturer biscuits bread rusk cakes dairy products brand belief eat healthy think better like promised products brand deliver healthy brand comes product britannia vita marie gold,BISCUITS & COOKIES,"Britannia Treat Chocolate Cream Biscuits, 120 g Pouch",2
345,"Britannia 50-50 Timepass Salted Biscuits, 150 g Pouch",britannia time pass simply salted biscuits salty crispy good taste biscuits made using best quality ingredients availed highly competitive market prices entire range ready eat products broadly appreciated rich nutrition long shelf life,BISCUITS & COOKIES,"Britannia 50-50 Timepass Salted Biscuits, 150 g Pouch",1
346,"Nutrela Soya Chunks - Mini, 80 g Pouch",soya chunks powerhouse nutrition high protein content helps fighting illnesses improves health women reduces risk osteoporosis eases symptoms nutrela chunks quick easy cook made defatted soy flour protein content soya equal meat soya chunks good source isoflavones,DALS & PULSES,"Nutrela Soya Chunks - Mini, 80 g Pouch",3
347,"Nutrela Soya Chunks, 80 g Pouch",nutrela offers soya granules chunks minichunks full nutrition also easy prepare click unique delicious recipes https www bigbasket com flavors collections 230 dals pulses,DALS & PULSES,"Nutrela Soya Chunks, 80 g Pouch",0
348,"Coca Cola Soft Drink, 1 pc Pack of 6",coca cola soft drink carbonated soft drink flavoured coca leaves cola nuts caramel etc,ENERGY & SOFT DRINKS,"
            Carbonated water, sugar, colour (caramel E150d), phosphoric acid, natural flavourings including caffeine.
        ",0
349,"MAGGI  2-Minute Instant Noodles - Masala, 560 g Pouch",india favourite masala noodles maggi 2 minute noodles comes goodness iron portion 70g maggi masala noodles provides 15 daily iron requirement per daily dietary allowances adult sedentary male icmr 2010 containing favourite masala taste maggi noodles made finest quality spices ingredients make bowl maggi even better chopping vegetables dropping egg throwing favourite ingredients,"NOODLE, PASTA, VERMICELLI","MAGGI  2-Minute Instant Noodles - Masala, 560 g Pouch",0
350,"MAGGI  2-Minute Instant Noodles - Masala, 420 g Pouch",india favourite masala noodles maggi 2 minute noodles comes goodness iron portion 70g maggi masala noodles provides 15 daily iron requirement per daily dietary allowances adult sedentary male icmr 2010 containing favourite masala taste maggi noodles made finest quality spices ingredients make bowl maggi even better chopping vegetables dropping egg throwing favourite ingredients,"NOODLE, PASTA, VERMICELLI","MAGGI  2-Minute Instant Noodles - Masala, 420 g Pouch",0
351,"MAGGI  Healthy Soups - Creamy Chicken, 53 g Pouch",maggi creamy chicken soup lip spanking delicious esteemed adults children alike better quality genuine recipe decency chicken sips filled nutrients essential protein makes perfect snack gratify hunger pangs linking meals,READY TO COOK & EAT,"
            Corm starch, milk solids (20.7%), salt, chicken bits (6.5%), sugar, onion powder, wheat flour, chicken fat (3.7%), chicken powder (3.2%), mixed spices, edible vegetable oil, carrot flakes (1.3%), flavour enhanced (635), spring onion (0.5%), garlic powder and egg.
        ",0
352,"MAGGI  Healthy Soups - Rich Tomato, 54 g Pouch",maggi healthy rich tomato soup goodness vegetables wealth tomato one bowl enriched every right nutrients vitamins keep fit healthy soup luxury flavor buds quick easy make additional preservatives flavors soup confident small way strengthen day acts increase ones every day diet,READY TO COOK & EAT,"
            Edible starch, Milk solids, Salt, Tomato powder (9.1%), Wheat flour, Sugar, Edible vegetable oil, Beetroot powder, Onion puree (1.3%), Coriander puree (4.1%), Cumin (1.5%), Peas (2%), Spring onion puree (1.3%), Flavor enhancer (635), Black pepper (1.1%), Tomato puree(0.4%), Acidifying agent (330), Garlic puree (0.08%), Cinnamon, Coriander leaf bits (0.2%), Paprika, Aniseed, Kasuri methi leaves and Cerely.
        ",3
353,"MAGGI  Healthy Soups - Hot and Sour Vegetable, 52 g Pouch",maggi hot sour vegetable soup appetizing tangy sour flavor normal integrity loaded usual extracts artificial flavor preservative contain fresh vegetable purees deliver taste aroma home made soups ideal everyone loves vegetable soups meets intentional excellence standards assures different savor boosts taste buds gives lovely taste,READY TO COOK & EAT,"MAGGI  Healthy Soups - Hot and Sour Vegetable, 52 g Pouch",1
354,"Quaker Oats, 400 g Pouch",start morning wholesome bowl quaker oats perfect breakfast porridge whole family quaker oats made 100 wholegrain oats natural source carbohydrates protein dietary fibre helps reduce risk high blood pressure cholesterol easy prepare 3 minutes blends almost recipe enhancing nutritional value without compromising taste brand 135 years quaker unlocked power oats help people get perfect start day start morning wholesome bowl quaker oats perfect breakfast porridge whole family,BREAKFAST CEREALS,"Quaker Oats, 400 g Pouch",4
355,"Mapro Mix Fruit Jam, 500 g",full fruit fibre healthy nutritious mapro mix fruit jam great source energy curbs hunger healthy way satisfying craving fruit important ingredient breakfast table use every day start day healthy delight,"SPREADS, SAUCES, KETCHUP","Mapro Mix Fruit Jam, 500 g",3
356,"Quaker Oats, 200 g Pouch",start morning wholesome bowl quaker oats perfect breakfast porridge whole family quaker oats made 100 wholegrain oats natural source carbohydrates protein dietary fibre helps reduce risk high blood pressure cholesterol easy prepare 3 minutes blends almost recipe enhancing nutritional value without compromising taste brand 135 years quaker unlocked power oats help people get perfect start day start morning wholesome bowl quaker oats perfect breakfast porridge whole family,BREAKFAST CEREALS,"Quaker Oats, 200 g Pouch",4
